20170414;12967,90 ;Pendiente;0180081188533640000700;0110032100002963763247
20170414;13810,37 ;Pendiente;0180081188533640000700;0110032120005404458661
20170414;13808,64 ;Pendiente;0180081188533640000700;0110032180004750556541
20170414;13805,76 ;Pendiente;0180081188533640000700;0110080005032225618005
20170414;13804,60 ;Pendiente;0180081188533640000700;0110080005062221063001
20170417;13870,10 ;Pendiente;0180081188533640000700;0110080005332223517043
20170417;13999,64 ;Pendiente;0180081188533640000700;0120000038552224817903
20170417;16999,64 ;Pendiente;0180081188533640000700;0120000048572223278775
20170417;17977,93 ;Pendiente;0180081188533640000700;0120087355032225618005
20170417;-19036,54 ;Anulada;0180081188533640000700;0120087355062221063001
20170418;19165,74 ;Pendiente;0180081188533640000700;0120087392332223517043
20170418;7127,47 ;Pendiente;0180081188533640000700;0130000078021333123061
20170418;7125,57 ;Pendiente;0180081188533640000700;0130080225906867327837
20170418;7167,57 ;Pendiente;0180081188533640000700;0140020225045058263887
20170419;7237,37 ;Pendiente;0180081188533640000700;0140020225082573520357
20170413;-1000,00 ;Anulada;0180081188533640000700;0140020225200448856447
20170414;1638,94 ;Pendiente;0180081188533640000700;0180006700829637003003
20170414;-1726,88 ;Anulada;0180081188533640000700;0180011601536415913003
20170413;3268,16 ;Pendiente;0180081188533640000700;0180016700536415003003
20170414;4236,25 ;Pendiente;0180081188533640000700;0180021188570435003003
20170415;9787,93 ;Pendiente;0180081188533640000700;0180024501508257353003
20170416;0,39 ;Pendiente;0180081188533640000700;0180025601570435783003
20170417;-377,88 ;Anulada;0180081188533640000700;0180026700570435003003
20170413;10282,42 ;Pendiente;0180081188533640000700;0180038501520044883003
20170414;11946,46 ;Pendiente;0180086700533640000700;0120000055002222115003
20170414;20266,66 ;Pendiente;0180086700533640000700;0120000055002222285003
20170413;5000,00 ;Pendiente;0180086700533640000700;0120000055002223650005
20170414;5,76 ;Pendiente;0180086700533640000700;0120000055002227558005
20170413;-1500,00 ;Anulada;0180086700533640000700;0120000055002227554001
20170414;9787,54 ;Pendiente;0180086700533640000700;0180052501582092933003
20170414;10165,42 ;Pendiente;0180086700533640000700;0180066501598296373003
20170413;645,41 ;Pendiente;0180086700533640000700;0180081188450582003003
20170414;1645,41 ;Pendiente;0180086700533640000700;0180086700004488003003
20170415;6,47 ;Pendiente;0180086700533640000700;0180086700154044003003
